           1     1.65289     1.65289	0
           2     1.65261     1.65275	9.69633e-05
           3     1.65729     1.65426	0.00123866
           4     1.65846     1.65531	0.00130004
           5     1.65942     1.65613	0.00127323
           6     1.67763     1.65972	0.00343808
           7     1.65078     1.65844	0.00317514
           8     1.66735     1.65955	0.00296722
           9     1.64021      1.6574	0.00332633
          10      1.6637     1.65803	0.00305271
          11     1.67036     1.65915	0.00297378
          12     1.66849     1.65993	0.0028259
          13     1.70289     1.66324	0.00410902
          14     1.66797     1.66357	0.00382938
          15     1.65339      1.6629	0.0036338
          16     1.64702      1.6619	0.00353958
          17     1.65445     1.66147	0.00335842
          18     1.68813     1.66295	0.00348336
          19     1.66429     1.66302	0.00330074
          20     1.65202     1.66247	0.00318121
          21     1.67714     1.66317	0.00310554
          22     1.66387      1.6632	0.00296454
          23     1.62701     1.66162	0.00322635
          24     1.62839     1.66024	0.00337599
          25     1.68311     1.66115	0.00336265
          26     1.63299     1.66007	0.00340331
          27     1.65486     1.65988	0.00328274
          28     1.66006     1.65988	0.0031655
          29     1.70061     1.66129	0.00335338
          30     1.66111     1.66128	0.0032416
          31     1.66119     1.66128	0.00313704
          32      1.6534     1.66103	0.00304866
          33     1.65476     1.66084	0.00296221
          34     1.70433     1.66212	0.00313913
          35     1.69413     1.66304	0.00317982
          36      1.6505     1.66269	0.0031105
          37     1.64638     1.66225	0.00305752
          38     1.62851     1.66136	0.00310326
          39     1.67199     1.66163	0.00303562
          40     1.66807     1.66179	0.00296399
          41     1.64758     1.66145	0.0029119
          42     1.63673     1.66086	0.00290142
          43     1.63088     1.66016	0.0029165
          44     1.70753     1.66124	0.00304245
          45     1.68896     1.66185	0.00303658
          46     1.67715     1.66219	0.00298871
          47     1.65061     1.66194	0.00293525
          48     1.67473     1.66221	0.00288616
          49     1.64643     1.66188	0.00284517
          50     1.64889     1.66162	0.00280012
          51     1.64319     1.66126	0.00276845
          52     1.64794     1.66101	0.00272704
          53     1.65532      1.6609	0.00267769
          54     1.66649       1.661	0.00263011
          55     1.68564     1.66145	0.00262015
          56     1.69494     1.66205	0.00264071
          57     1.69408     1.66261	0.00265351
          58     1.68724     1.66304	0.00264152
          59      1.6253      1.6624	0.00267307
          60     1.65988     1.66235	0.00262885
          61     1.65294      1.6622	0.00259028
          62     1.62702     1.66163	0.00260992
          63     1.66444     1.66168	0.00256887
          64     1.64542     1.66142	0.00254127
          65     1.62968     1.66093	0.00254867
          66     1.67265     1.66111	0.00251623
          67     1.67249     1.66128	0.0024844
          68     1.66907      1.6614	0.00245051
          69     1.66812     1.66149	0.00241693
          70     1.64766      1.6613	0.00239047
          71     1.66506     1.66135	0.00235739
          72     1.64519     1.66112	0.0023353
          73     1.62239     1.66059	0.00236282
          74     1.65083     1.66046	0.00233457
          75     1.66336      1.6605	0.00230377
          76     1.63179     1.66012	0.00230422
          77     1.64212     1.65989	0.00228613
          78      1.6843      1.6602	0.00227815
          79      1.6204      1.6597	0.00230435
          80     1.65172      1.6596	0.0022777
          81     1.70575     1.66017	0.00231976
          82     1.67199     1.66031	0.00229594
          83     1.60284     1.65962	0.00237039
          84     1.69664     1.66006	0.00238279
          85     1.67612     1.66025	0.00236224
          86     1.66807     1.66034	0.00233652
          87      1.6907     1.66069	0.00233557
          88     1.65989     1.66068	0.00230905
          89     1.64356     1.66049	0.0022911
          90     1.67071      1.6606	0.00226846
          91     1.67832      1.6608	0.00225187
          92     1.64817     1.66066	0.00223157
          93     1.67071     1.66077	0.0022102
          94     1.69144     1.66109	0.00221063
          95     1.66019     1.66108	0.00218739
          96      1.6444     1.66091	0.00217149
          97     1.65221     1.66082	0.00215095
          98     1.66776     1.66089	0.00213017
          99     1.66211      1.6609	0.00210869
         100     1.67005       1.661	0.00208958
