           1    -6.65297    -6.65297	0
           2    -6.65656    -6.65476	0.00126774
           3    -6.66269    -6.65741	0.00231599
           4    -6.65446    -6.65667	0.00185063
           5     -6.6571    -6.65675	0.00148247
           6    -6.64998    -6.65563	0.00160838
           7    -6.65533    -6.65558	0.00137916
           8    -6.65995    -6.65613	0.00131027
           9    -6.65389    -6.65588	0.00118808
          10    -6.65269    -6.65556	0.00111129
          11    -6.65209    -6.65525	0.00105409
          12    -6.65379    -6.65512	0.000973205
          13    -6.65969    -6.65548	0.000959603
          14    -6.65579     -6.6555	0.000891329
          15    -6.66014    -6.65581	0.000883893
          16    -6.65274    -6.65562	0.000849182
          17    -6.65535     -6.6556	0.000799373
          18    -6.65706    -6.65568	0.000759087
          19    -6.64999    -6.65538	0.000776008
          20    -6.65162    -6.65519	0.000759621
          21    -6.65712    -6.65529	0.000728939
          22    -6.65619    -6.65533	0.000696958
          23    -6.65556    -6.65534	0.000666728
          24    -6.65338    -6.65526	0.000643927
          25    -6.64756    -6.65495	0.000687883
          26    -6.65633      -6.655	0.000663482
          27    -6.65913    -6.65515	0.000656329
          28    -6.64945    -6.65495	0.000663703
          29    -6.65888    -6.65509	0.000654524
          30    -6.65843     -6.6552	0.00064213
          31    -6.64763    -6.65495	0.000666236
          32    -6.65715    -6.65502	0.000648957
          33    -6.65006    -6.65487	0.000646494
          34     -6.6598    -6.65502	0.000643497
          35    -6.65293    -6.65496	0.000627854
          36    -6.65327    -6.65491	0.000612166
          37    -6.64954    -6.65476	0.000612585
          38    -6.66124    -6.65493	0.00061973
          39    -6.66019    -6.65507	0.000618296
          40    -6.65705    -6.65512	0.000604811
          41    -6.65531    -6.65512	0.000590078
          42    -6.65747    -6.65518	0.000578665
          43      -6.659    -6.65527	0.000571986
          44    -6.65384    -6.65524	0.000559904
          45    -6.64873    -6.65509	0.000565805
          46    -6.64915    -6.65496	0.000568053
          47    -6.64683    -6.65479	0.000581693
          48    -6.65708    -6.65484	0.000571533
          49     -6.6432     -6.6546	0.00060721
          50    -6.65368    -6.65458	0.000595343
          51    -6.65199    -6.65453	0.000585836
          52    -6.65621    -6.65456	0.000575456
          53    -6.65818    -6.65463	0.000568625
          54    -6.65273     -6.6546	0.000559183
          55     -6.6495     -6.6545	0.000556639
          56    -6.65068    -6.65443	0.000550867
          57     -6.6581     -6.6545	0.000544948
          58    -6.66096    -6.65461	0.000546802
          59    -6.64751    -6.65449	0.000550631
          60    -6.65751    -6.65454	0.000543747
          61    -6.65722    -6.65458	0.000536608
          62    -6.65293    -6.65456	0.000528618
          63    -6.65125    -6.65451	0.000522828
          64    -6.65403     -6.6545	0.000514711
          65     -6.6511    -6.65445	0.000509434
          66    -6.65515    -6.65446	0.000501828
          67    -6.65467    -6.65446	0.000494348
          68    -6.65043     -6.6544	0.000490615
          69    -6.64536    -6.65427	0.000500688
          70    -6.66044    -6.65436	0.000501243
          71    -6.65777    -6.65441	0.000496486
          72    -6.65775    -6.65445	0.000491762
          73    -6.65038     -6.6544	0.000488178
          74     -6.6636    -6.65452	0.000497187
          75    -6.65828    -6.65457	0.000493083
          76    -6.65189    -6.65454	0.000487859
          77    -6.65652    -6.65456	0.000482202
          78    -6.65201    -6.65453	0.000477126
          79    -6.65909    -6.65459	0.000474561
          80    -6.65952    -6.65465	0.000472615
          81    -6.65617    -6.65467	0.000467155
          82    -6.65054    -6.65462	0.000464161
          83    -6.65608    -6.65463	0.000458905
          84    -6.65948    -6.65469	0.000457059
          85    -6.64864    -6.65462	0.000457196
          86    -6.65965    -6.65468	0.00045561
          87    -6.65065    -6.65463	0.000452722
          88    -6.64789    -6.65456	0.000454024
          89    -6.65352    -6.65454	0.000449071
          90    -6.65656    -6.65457	0.000444641
          91    -6.65522    -6.65457	0.000439814
          92    -6.66247    -6.65466	0.000443321
          93    -6.65556    -6.65467	0.000438659
          94    -6.65518    -6.65467	0.000434026
          95    -6.65925    -6.65472	0.000432121
          96    -6.65691    -6.65475	0.000428222
          97    -6.65398    -6.65474	0.000423881
          98    -6.65974    -6.65479	0.000422622
          99    -6.65166    -6.65476	0.000419532
         100     -6.6522    -6.65473	0.000416113
