   0.0323165	0	0
   0.0969496	0	0
    0.161583	0	0
    0.226216	0	0
    0.290849	0	0
    0.355482	0	0
    0.420115	0	0
    0.484748	0	0
    0.549381	0	0
    0.614014	0	0
    0.678647	0	0
     0.74328	0	0
    0.807913	0	0
    0.872546	0.000992616	4.88811e-05
    0.937179	0.148393	0.00120987
     1.00181	1.06812	0.00657266
     1.06645	2.04914	0.0120529
     1.13108	2.27779	0.0124904
     1.19571	2.09451	0.0110626
     1.26034	1.83928	0.00952946
     1.32498	1.62424	0.00804353
     1.38961	1.46062	0.00683107
     1.45424	1.34095	0.00641044
     1.51888	1.25269	0.00587335
     1.58351	1.19139	0.00543084
     1.64814	1.14663	0.00499478
     1.71278	1.11329	0.00478412
     1.77741	1.0918	0.00457832
     1.84204	1.07577	0.00450644
     1.90667	1.06633	0.00423356
     1.97131	1.06134	0.00418661
     2.03594	1.05762	0.00413516
     2.10057	1.05564	0.004004
     2.16521	1.05184	0.00392819
     2.22984	1.04857	0.00387595
     2.29447	1.04356	0.00387897
     2.35911	1.03766	0.00371761
     2.42374	1.03209	0.00357338
     2.48837	1.02746	0.00332251
     2.55301	1.02227	0.00337526
     2.61764	1.0165	0.00324135
     2.68227	1.01242	0.00311523
      2.7469	1.00795	0.00314079
     2.81154	1.00449	0.00298924
     2.87617	1.00285	0.00295076
      2.9408	1.0011	0.00284368
     3.00544	0.999349	0.00265775
     3.07007	0.998265	0.00258944
      3.1347	0.996371	0.00251611
     3.19934	0.995064	0.00250002
     3.26397	0.994229	0.00246525
      3.3286	0.993638	0.00235734
     3.39323	0.992175	0.00227564
     3.45787	0.989992	0.00235449
      3.5225	0.989637	0.00220067
     3.58713	0.989253	0.00218442
     3.65177	0.988301	0.00208447
      3.7164	0.987735	0.00209388
     3.78103	0.987705	0.0020088
     3.84567	0.987775	0.00197781
      3.9103	0.988218	0.0019846
     3.97493	0.987805	0.00183989
     4.03957	0.987692	0.00181569
      4.1042	0.987037	0.0017511
     4.16883	0.986765	0.00175166
     4.23346	0.98658	0.00174134
      4.2981	0.986777	0.00174284
     4.36273	0.986822	0.00176297
     4.42736	0.986738	0.00164149
       4.492	0.986849	0.00163607
     4.55663	0.986712	0.00161058
     4.62126	0.986444	0.00159063
      4.6859	0.985956	0.00147884
     4.75053	0.985904	0.00140373
     4.81516	0.985437	0.00141666
     4.87979	0.985613	0.00135168
     4.94443	0.985788	0.001306
     5.00906	0.985351	0.00126341
     5.07369	0.98487	0.00119713
     5.13833	0.985353	0.00120368
     5.20296	0.985626	0.00119256
     5.26759	0.985363	0.00113819
     5.33223	0.985243	0.00113215
     5.39686	0.985062	0.00109844
     5.46149	0.98597	0.00106981
     5.52612	0.985534	0.00106805
     5.59076	0.985756	0.00103381
     5.65539	0.985855	0.00100476
     5.72002	0.986132	0.000992916
     5.78466	0.986122	0.00096169
     5.84929	0.985928	0.000945883
     5.91392	0.985918	0.00095359
     5.97856	0.986539	0.000896529
     6.04319	0.986726	0.000902153
     6.10782	0.986892	0.000856285
     6.17246	0.986395	0.000873244
     6.23709	0.986425	0.00085748
     6.30172	0.986458	0.000896002
     6.36635	0.986382	0.00089688
     6.43099	0.986371	0.000941448
