           1    -0.40107    -0.40107	0
           2    -0.40027    -0.40067	0.000282854
           3   -0.395842   -0.399061	0.00132743
           4   -0.419936    -0.40428	0.00462786
           5   -0.407548   -0.404933	0.00374816
           6   -0.448915   -0.412264	0.00738471
           7   -0.467045    -0.42009	0.00962092
           8   -0.402205   -0.417854	0.00867415
           9   -0.417515   -0.417816	0.00771043
          10   -0.418781   -0.417913	0.00693999
          11   -0.404798   -0.416721	0.00641068
          12   -0.424753    -0.41739	0.0059113
          13   -0.398628   -0.415947	0.00563001
          14   -0.427792   -0.416793	0.00529106
          15   -0.432309   -0.417827	0.00503842
          16   -0.402507    -0.41687	0.00481365
          17    -0.39278   -0.415453	0.00473447
          18   -0.424019   -0.415929	0.0044953
          19   -0.439016   -0.417144	0.00441989
          20   -0.402912   -0.416432	0.00425578
          21   -0.391072   -0.415225	0.00422099
          22   -0.428772    -0.41584	0.0040738
          23   -0.424527   -0.416218	0.00391415
          24   -0.379888   -0.414704	0.00403315
          25   -0.437675   -0.415623	0.00397511
          26   -0.420748    -0.41582	0.00382711
          27   -0.421934   -0.416047	0.00369205
          28   -0.447417   -0.417167	0.00372631
          29   -0.400475   -0.416591	0.003642
          30   -0.405576   -0.416224	0.00353907
          31   -0.437393   -0.416907	0.00349016
          32    -0.41532   -0.416857	0.00338145
          33   -0.372361   -0.415509	0.00353762
          34   -0.419473   -0.415626	0.00343549
          35   -0.434151   -0.416155	0.00337786
          36   -0.393466   -0.415525	0.00334231
          37   -0.413414   -0.415468	0.00325247
          38   -0.424699   -0.415711	0.00317593
          39   -0.413942   -0.415665	0.00309482
          40   -0.427253   -0.415955	0.00303098
          41    -0.42195   -0.416101	0.00296058
          42   -0.421024   -0.416218	0.00289241
          43   -0.395671    -0.41574	0.00286434
          44   -0.413066    -0.41568	0.00279989
          45   -0.430988    -0.41602	0.00275826
          46   -0.399277   -0.415656	0.00272221
          47    -0.42565   -0.415869	0.00267258
          48   -0.415283   -0.415856	0.00261693
          49   -0.444698   -0.416445	0.00262888
          50   -0.394925   -0.416015	0.0026113
          51   -0.414499   -0.415985	0.00256027
          52    -0.45841   -0.416801	0.00263782
          53   -0.473145   -0.417864	0.00279408
          54   -0.447849   -0.418419	0.00279697
          55   -0.399029   -0.418067	0.00276825
          56   -0.416851   -0.418045	0.0027189
          57   -0.403982   -0.417798	0.00268237
          58   -0.390471   -0.417327	0.00267718
          59   -0.416919    -0.41732	0.00263182
          60   -0.411156   -0.417217	0.00258996
          61   -0.415752   -0.417193	0.00254761
          62   -0.426169   -0.417338	0.00251063
          63     -0.4025   -0.417103	0.0024818
          64   -0.401418   -0.416857	0.00245509
          65   -0.390464   -0.416451	0.00245067
          66   -0.442347   -0.416844	0.00244475
          67   -0.432465   -0.417077	0.00241935
          68   -0.380446   -0.416538	0.00244301
          69   -0.400115     -0.4163	0.00241917
          70   -0.437234   -0.416599	0.00240302
          71   -0.414247   -0.416566	0.00236941
          72   -0.422792   -0.416653	0.00233808
          73   -0.388358   -0.416265	0.00233795
          74   -0.404166   -0.416102	0.00231207
          75   -0.407904   -0.415992	0.00228382
          76   -0.405908    -0.41586	0.00225763
          77   -0.432358   -0.416074	0.00223845
          78   -0.417529   -0.416092	0.00220983
          79   -0.427524   -0.416237	0.00218659
          80   -0.433465   -0.416453	0.00216984
          81   -0.431644    -0.41664	0.00215114
          82   -0.437064   -0.416889	0.00213927
          83   -0.421018   -0.416939	0.00211408
          84   -0.404002   -0.416785	0.00209451
          85   -0.415778   -0.416773	0.00206991
          86   -0.400454   -0.416583	0.00205452
          87    -0.39585   -0.416345	0.00204468
          88   -0.418456   -0.416369	0.00202158
          89    -0.38173    -0.41598	0.00203599
          90   -0.412852   -0.415945	0.00201366
          91   -0.399337   -0.415763	0.00199979
          92    -0.39804    -0.41557	0.00198731
          93   -0.399779     -0.4154	0.00197318
          94   -0.413072   -0.415375	0.00195234
          95   -0.442701   -0.415663	0.00195286
          96   -0.421955   -0.415728	0.00193362
          97   -0.386013   -0.415422	0.0019378
          98   -0.426435   -0.415535	0.00192129
          99   -0.412351   -0.415502	0.00190215
         100   -0.421985   -0.415567	0.00188423
