           1    -5.44527    -5.44527	0
           2    -5.42728    -5.43627	0.00635827
           3    -5.44034    -5.43763	0.00438119
           4    -5.45444    -5.44183	0.00490322
           5    -5.45768      -5.445	0.00483993
           6    -5.44524    -5.44504	0.00403344
           7    -5.46486    -5.44787	0.00433874
           8    -5.46643    -5.45019	0.00437269
           9    -5.43956    -5.44901	0.00404339
          10    -5.43687     -5.4478	0.00381688
          11    -5.44445    -5.44749	0.00348198
          12    -5.44842    -5.44757	0.00319267
          13    -5.46332    -5.44878	0.0031685
          14    -5.45656    -5.44934	0.00299045
          15     -5.4237    -5.44763	0.00324288
          16    -5.45039     -5.4478	0.00304479
          17    -5.46116    -5.44859	0.00296537
          18    -5.43631     -5.4479	0.00287803
          19     -5.4461    -5.44781	0.00272812
          20    -5.45802    -5.44832	0.00263906
          21    -5.42335    -5.44713	0.00276839
          22     -5.4258    -5.44616	0.00280722
          23    -5.44639    -5.44617	0.00268518
          24    -5.43363    -5.44565	0.00262369
          25    -5.43445     -5.4452	0.00255668
          26    -5.42782    -5.44453	0.00254423
          27    -5.43096    -5.44403	0.00249913
          28    -5.43134    -5.44358	0.00245061
          29    -5.43616    -5.44332	0.0023794
          30    -5.44819    -5.44348	0.0023056
          31    -5.46371    -5.44414	0.00232168
          32    -5.45918    -5.44461	0.00229622
          33    -5.45194    -5.44483	0.00223737
          34    -5.43572    -5.44456	0.00218754
          35    -5.43006    -5.44415	0.00216393
          36     -5.4519    -5.44436	0.00211451
          37    -5.43664    -5.44415	0.00206762
          38    -5.42878    -5.44375	0.00205242
          39    -5.43267    -5.44346	0.00201937
          40    -5.42777    -5.44307	0.00200663
          41    -5.42724    -5.44268	0.00199451
          42    -5.44097    -5.44264	0.00194744
          43    -5.44227    -5.44264	0.00190217
          44     -5.4383    -5.44254	0.00186148
          45    -5.43485    -5.44237	0.00182794
          46    -5.45125    -5.44256	0.00179838
          47    -5.45042    -5.44273	0.00176786
          48    -5.44593    -5.44279	0.0017323
          49    -5.44097    -5.44276	0.00169734
          50    -5.42657    -5.44243	0.00169399
          51    -5.41718    -5.44194	0.0017316
          52    -5.44518      -5.442	0.00169943
          53    -5.43666     -5.4419	0.00167034
          54    -5.42757    -5.44163	0.00166034
          55    -5.42947    -5.44141	0.00164481
          56    -5.44137    -5.44141	0.00161544
          57     -5.4287    -5.44119	0.00160243
          58     -5.4397    -5.44116	0.00157501
          59    -5.45447    -5.44139	0.00156439
          60    -5.44536    -5.44145	0.00153971
          61    -5.45072    -5.44161	0.00152194
          62    -5.45861    -5.44188	0.0015219
          63     -5.4237    -5.44159	0.00152487
          64    -5.43482    -5.44149	0.00150471
          65    -5.43147    -5.44133	0.00148943
          66    -5.41925      -5.441	0.00150397
          67     -5.4358    -5.44092	0.00148352
          68    -5.45511    -5.44113	0.00147631
          69    -5.46684     -5.4415	0.00150121
          70    -5.45144    -5.44164	0.00148646
          71     -5.4251    -5.44141	0.00148367
          72    -5.43492    -5.44132	0.0014658
          73    -5.43604    -5.44125	0.00144751
          74    -5.44521     -5.4413	0.00142894
          75     -5.4484     -5.4414	0.00141302
          76    -5.45228    -5.44154	0.00140167
          77    -5.42319     -5.4413	0.00140358
          78    -5.45059    -5.44142	0.00139064
          79    -5.44451    -5.44146	0.00137358
          80    -5.45446    -5.44162	0.001366
          81     -5.4339    -5.44153	0.00135246
          82    -5.41741    -5.44123	0.00136757
          83    -5.41706    -5.44094	0.00138175
          84    -5.46344    -5.44121	0.00139102
          85    -5.45363    -5.44135	0.00138232
          86    -5.46108    -5.44158	0.00138513
          87    -5.44773    -5.44165	0.00137101
          88    -5.43487    -5.44158	0.0013576
          89    -5.42603     -5.4414	0.00135354
          90     -5.4352    -5.44133	0.00134026
          91    -5.45637     -5.4415	0.00133567
          92    -5.45038     -5.4416	0.00132464
          93    -5.47852    -5.44199	0.00136861
          94    -5.42203    -5.44178	0.00137042
          95    -5.45954    -5.44197	0.00136869
          96    -5.41979    -5.44174	0.00137378
          97    -5.47211    -5.44205	0.00139485
          98    -5.44113    -5.44204	0.00138065
          99    -5.43394    -5.44196	0.00136913
         100    -5.43837    -5.44192	0.00135591
