           1     1.67047     1.67047	0
           2      1.6518     1.66114	0.00660126
           3     1.66447     1.66225	0.00449312
           4     1.67815     1.66622	0.00481742
           5     1.68231     1.66944	0.00480951
           6     1.67006     1.66954	0.00400905
           7     1.68915     1.67234	0.00430527
           8     1.68965     1.67451	0.00427623
           9     1.66469     1.67342	0.00393763
          10       1.661     1.67218	0.00373438
          11     1.66925     1.67191	0.00340434
          12     1.67279     1.67198	0.00312144
          13      1.6876     1.67318	0.00310403
          14     1.68091     1.67374	0.00293099
          15     1.64858     1.67206	0.00317939
          16     1.67475     1.67223	0.00298511
          17     1.68505     1.67298	0.00290325
          18     1.66145     1.67234	0.00281176
          19      1.6702     1.67223	0.00266603
          20     1.68208     1.67272	0.00257782
          21     1.64989     1.67163	0.00267452
          22     1.65079     1.67069	0.00271566
          23     1.67065     1.67068	0.00259758
          24     1.65936     1.67021	0.00253186
          25     1.65899     1.66976	0.00247003
          26     1.65349     1.66914	0.00245306
          27     1.65474      1.6686	0.00241949
          28     1.65593     1.66815	0.00237505
          29     1.65945     1.66785	0.00231204
          30     1.67248     1.66801	0.00224011
          31     1.68777     1.66864	0.00225676
          32     1.68454     1.66914	0.00224025
          33     1.67644     1.66936	0.00218326
          34     1.66012     1.66909	0.00213592
          35     1.65367     1.66865	0.00211986
          36     1.67576     1.66885	0.00207016
          37     1.66192     1.66866	0.00202265
          38     1.65457     1.66829	0.0020031
          39     1.65766     1.66802	0.00197021
          40     1.65106     1.66759	0.00196605
          41     1.65167      1.6672	0.00195606
          42       1.666     1.66718	0.0019097
          43     1.66726     1.66718	0.00186529
          44     1.66323     1.66709	0.00182505
          45     1.65806     1.66689	0.00179548
          46     1.67459     1.66705	0.00176424
          47     1.67468     1.66722	0.00173414
          48     1.67019     1.66728	0.00169912
          49     1.66601     1.66725	0.00166464
          50      1.6516     1.66694	0.00166053
          51     1.64223     1.66646	0.00169718
          52      1.6692     1.66651	0.00166536
          53     1.66127     1.66641	0.00163687
          54      1.6533     1.66617	0.00162447
          55     1.65292     1.66593	0.00161269
          56     1.66643     1.66593	0.00158392
          57     1.65224     1.66569	0.00157426
          58     1.66389     1.66566	0.00154742
          59     1.67887     1.66589	0.00153731
          60     1.66954     1.66595	0.0015129
          61     1.67402     1.66608	0.00149387
          62     1.68333     1.66636	0.00149545
          63     1.64784     1.66606	0.00150034
          64     1.65934     1.66596	0.00148056
          65     1.65616     1.66581	0.00146544
          66     1.64405     1.66548	0.00147986
          67      1.6595     1.66539	0.00146046
          68      1.6797      1.6656	0.00145406
          69     1.69005     1.66595	0.00147554
          70     1.67332     1.66606	0.00145821
          71     1.64985     1.66583	0.00145543
          72     1.66063     1.66576	0.00143701
          73     1.66103     1.66569	0.00141878
          74     1.66842     1.66573	0.00140009
          75     1.67215     1.66582	0.00138403
          76     1.67632     1.66596	0.0013727
          77     1.64786     1.66572	0.00137484
          78     1.67392     1.66583	0.00136123
          79     1.66768     1.66585	0.0013442
          80     1.67834       1.666	0.00133643
          81     1.65689     1.66589	0.00132466
          82     1.64294     1.66561	0.00133774
          83      1.6419     1.66533	0.00135178
          84     1.68712     1.66559	0.00136035
          85     1.67792     1.66573	0.00135207
          86     1.68479     1.66595	0.00135439
          87     1.67297     1.66603	0.00134122
          88     1.66043     1.66597	0.00132749
          89     1.65188     1.66581	0.00132198
          90     1.65733     1.66572	0.00131064
          91     1.68157     1.66589	0.00130777
          92     1.67405     1.66598	0.00129655
          93     1.70153     1.66636	0.00133776
          94     1.64648     1.66615	0.00134015
          95     1.68459     1.66635	0.00134003
          96     1.64599     1.66613	0.00134274
          97     1.69521     1.66643	0.00136194
          98     1.66601     1.66643	0.00134805
          99     1.65868     1.66635	0.00133671
         100     1.66324     1.66632	0.0013237
